brand,name,bodyType,color,fuelType,year,mileage,transmission,power,price,vehicleConfiguration,engineName,engineDisplacement,date,location,link,description,parse_date
Nissan,March,Хэтчбек 5 дв.,Серый,Бензин,2002.0,228000.0,АКПП,90.0,290000,1.2 12C,CR12DE,1.2 LTR,2023-04-28 00:00:00,Петровск-Забайкальский,https://petrovsk-zabaykalskiy.drom.ru/nissan/march/50713600.html,"Двигатель в норме. Акпп в норме. Ходовка в норме. Расход топлива 5 литров на 100км. Стоит автозапуск. Состояние, сел и поехал хоть куда. По докам ровный. Действует техосмотр до июля. Реальному покупателю хороший торг без проблем. НА НОМЕР В ПРОФИЛЕ НЕ ЗВОНИТЬ. Звоните на этот номер. Номер напишу в чате. Вотсапп, Вайбер, Телеграм.в любое время.",2023-05-01 23:00:00
Toyota,Crown,Седан,Серебристый,Бензин,2018.0,58000.0,Вариатор,184.0,2399000,2.5 RS Advance,A25A-FXS,2.5 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/toyota/crown/50362248.html,"Свежая таможня ,Вы будите первый собственник,Состояние нового авто как по кузову так и по технике 4 балла Автомобиль весь в родной краске толщиномера не боится как и гибрид сервиса ) Максимальная комплектация RS advance (раньше эта комплектация называлась Athlete G) на рыжей алькантарев все датчики и сенсоры которые могут быть в этом кузове кроуна они тут есть не хватает только люка ,но люк это опция он может быть и в минималке -топовая музыка динамики в потолке -большая редкость -система слепых зон в зеркалах -4 камеры кругового обзора -память сидений -swing решим -задняя шторка -регулировка жестокости подвески -подгорев руля и сидений -все системы предотвращения столкновений в том числе если в заде идущий авто не успевает затормозить ,то начинает сигнализировать и выдвигать подголовники",2023-05-01 23:00:00
Honda,Civic Ferio,Седан,Серый,Бензин,1996.0,286000.0,АКПП,120.0,180000,1.6 RTi,D16A,1.6 LTR,2023-04-28 00:00:00,Карымское,https://karymskoe.drom.ru/honda/civic_ferio/50285216.html,"Продам цивик Ферио. Масло подъедает нужно колпачки поменять есть в наличии. Еще много сайлентблоков полеуретан отдам в придачу. Музыка норм , стойки год назад менял kyb, резина зима новая , поменял шрус правый левый новый лежит. А так все работает. Только продажа обмен не интересен. Находится в карымской. Собственник. Срочно отдам за 140 загудел подшипник",2023-05-01 23:00:00
Toyota,Corolla Runx,Хэтчбек 5 дв.,Серый,Бензин,2004.0,210000.0,АКПП,110.0,550000,1.5 X G edition ,1NZ-FE,1.5 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/toyota/corolla_runx/50713347.html,"Продам отличную машину. В моём владение больше 4 лет, в России с 11.2012, в ПТС 4 записи, первая на кого растаможили, вторая тот кто пригнал в Читу, третья с 01.2014 по 03.2019 первый владелец и соответственно четвёртый сейчас я. По технической части всё работает, по косметике есть небольшие недочёты по бамперам, бампера не паяные. Есть крашеные элементы, но ничего критичного (покажу фото из-за чего красил и что красилось). Стекла все родные и без трещин. Селектор и оптитрон от 1.8, всё работает, БК показывает всю информацию какую может показывать, мультируль. Литьё R16 205/55 на лете (в отличном состоянии). Установлена хорошая музыка, передние двери пары 16.5 и 20 + вч, в стелсе 12 блин, 2 усилителя, 6-и канальник и моноблок, голова pioneer 510. Проклеен виброй. Запасные передние карты в наличии, отдам вместе с машиной. Только гаражное хранение. Аккумулятор новый. Масло в ДВС- АКПП, антифриз, тормозная жидкость всё свежее. Масло в ДВС менялось каждые 7 т.к. Зеркальные номера. Сигнализация. На все интересующие вопросы отвечу, если не отвечаю, то пишите смс, перезвоню. Торг.",2023-05-01 23:00:00
Toyota,Corolla Spacio,Минивэн,Серый,Бензин,2001.0,161000.0,АКПП,110.0,529999,1.5 V,1NZ-FE,1.5 LTR,2023-04-28 00:00:00,Шилка,https://shilka.drom.ru/toyota/corolla_spacio/50713259.html,"машина в хорошем техническом состоянии, жидкости заменены и менялись вовремя, двигатель и коробка в отличном состоянии, ходовая в отличном состоянии, установлена сигнализация, по кузову есть небольшие коцки устраняться полировкой, в руках была год ездила девушка, только по городу все остальные вопросы по телефону, машина от собственника, ОБМЕН ТОЛЬКО НА ДЕНЬГИ реальному покупателю торг",2023-05-01 23:00:00
Honda,Stream,Минивэн,Белый,Бензин,2007.0,86000.0,АКПП,140.0,961000,1.8 RSZ HDD NAVI edition ,R18A,1.8 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/honda/stream/50519960.html,"Шикарный семи местный белоснежный, не маркий стрим, в максимальной комплектации RSZ. 7 МЕСТ. Вложений не требует. Не ржавый и не гнилой. Ни в залоге, не в кредите, не распил, не конструктор, полная пошлина. Литье родное на 17. Именно новая резина , а не беспробежная беспонтовая не понятно каких годов. Электронная рулевая рейка, соответственно никогда ничего не побежит и не сорвет на морозе шланги как это бывает на гидроусилителе. Установлена дорогая сигнализация с управлением с телефона и брелка, а также с GPS. Также поставил проставки, теперь безбоязненно можно парковаться к любому бардюру. Классная синяя подсветка табло и подстаканников. Фирменная кожаная оплётка руля в цвет кузова, редкая вещь пришлось заказывать из заграницы. Магнитола каррозерия, с голосовым управлением. Расход топлива минимальный, в среднем 7-8 литров. Коробка пятиступенчатый автомат, не вариатор, никаких проблем, все отлично, имеется режим ручного переключения скоростей подрулевыми лепестками, сделана полная замена масла с фильтром. Обслужил суппорта. Мотор отличный, ни течей, ни подтеков, не сопливит и не потеет. Масло поменяно 0w20. Эко режим. Большой подлокотник. Есть запаска и домкрат в комплекте. Свет фар отличный. Салон не прокурен, лобовое целое. Диагностическая карта есть, действующая. В РФ с конца октября 2022 года. Покупал б/п во Владивостоке. Я один единственный заботливый хозяин. Аукционик есть, машинка ему соответствует. Состояние беспробежного. Иногородние можете оставить номер, позвоню по ватсапу и покажу что нужно. Любые проверки за ваш счёт только приветствуются. От машины не избавляюсь. Торг возможен",2023-05-01 23:00:00
Toyota,Mark II,Седан,Черный,Бензин,1995.0,190000.0,АКПП,180.0,190000,2.5 Tourer S,1JZ-GE,2.5 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/toyota/mark_ii/50715566.html,"Продам Mark 2 Комплектация Тоурер s. Двигатель, АКПП на отлично. Ходовая на твердую 4. Музыка играет. Печка греет. Косметика на фото(был небольшой удар в переднюю правую часть) Документы ровные(штрафов, ограничений нет) ОБМЕН НЕ ИНТЕРЕСЕН.",2023-05-01 23:00:00
Honda,Freed,Минивэн,Белый,Бензин,2012.0,1000.0,Вариатор,88.0,920000,1.5 Just Selection (7-Seater),LEA,1.5 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/honda/freed/50713746.html,"Ну, очень хорошая комплектация. Очень хорошее тех. состояние. Апрельская таможня. Приехал 27.04.2023г. Тор есть. Цвет (снежная Королева).",2023-05-01 23:00:00
Infiniti,FX35,Джип 5 дв.,Черный,Бензин,2006.0,375000.0,АКПП,280.0,800000,3.5 AT AWD Elegance,VQ35DE,3.5 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/infiniti/fx35/49006515.html,"Реальному покупателю хороший торг.Продам,в нормальном состоянии все что должно работать работает. свежее масло в двигателе,с документами все в порядке,документы на руках,снят с учета 8-924-780-86-83.",2023-05-01 23:00:00
Honda,Insight,Лифтбек,Белый,Бензин,2010.0,78000.0,Вариатор,88.0,765000,1.3 L,LDA,1.3 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/honda/insight/50565629.html,"-- АУКЦИОН 3.5 БАЛЛА . (СТАТИСТИКА) -- МАЛЕНЬКИЙ ПРОБЕГ 78.000 КМ . -- БАТАРЕЯ ЗАРЯЖАЕТСЯ ПОЛНОСТЬЮ -- НОВАЯ ЛЕТНЯЯ РЕЗИНА MICHELIN НА ЛИТЬЕ -- ВИДЕОРЕГИСТРАТОР -- РАСТАМОЖЕНА НА ЖИТЕЛЯ ЗАБ.КРАЯ -- НОВЫЕ РЕЗИНОВЫЕ КОВРИКИ В ПОДАРОК •	СБКТС получено, электронный паспорт сформирован, регистраций – 0, не эксплуатируется; •	Оснащён гибридной установкой IMA (Integrated Motor Assist): двигатель-электромотор-генератор, аккумуляторная батарея высокого напряжения (с высоким ресурсом, т.к. пробег небольшой). Рабочий режим движения с помощью двигателя внутреннего сгорания. На малой скорости движение на электродвигателе. В режиме частичных и полных нагрузок работа обоих двигателей. Подзарядка батареи также происходит при рекуперативном торможении (на холостом, с горки). Всё работает штатно. Проверено. В том числе «старт-стоп»; •	Стёкла родные без сколов и трещин, пассажирская и багажная зона салона в заводской тонировке; •	Подвеска в отличном состоянии •	Оригинальное литьё, ремкомплект, в том числе компрессор в наличии, ни разу не использовался; •	Салон чистый, аккуратный (по фото можно убедиться, что не затёрт); •	Хорошая музыка под различные носители (CD, MP3, карты, AUX), подключена камера заднего хода; •	Видеорегистратор; •	Климат-контроль держит в салоне комфортную атмосферу, кондиционер в норме; •	Расход – 6 л.",2023-05-01 23:00:00
Лада,2107,Седан,Бордовый,Бензин,1982.0,100000.0,Механика,68.0,175000,1.5 MT 2107-20,ВАЗ-2104,1.5 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/lada/2107/50714310.html,"Продам или обменяю классику в хорошем состоянии, двигатель после кап ремонта, все жидкости поменяны, едет достойно, салон в хорошем состоянии, печка греет отлично, все што должно работает, резина новая покупал в декабре с магазина, из минусов есть по кузову небольшие сколы и подвывает редуктор на езду не влияет, коробка 5 ступенчатая. Обмен звоните пишите торг на новый редуктор.",2023-05-01 23:00:00
Toyota,Corolla Fielder,Универсал,Серый,Бензин,2012.0,139000.0,Вариатор,109.0,760000,1.5 X,1NZ-FE,1.5 LTR,2023-04-28 00:00:00,Приаргунск,https://priargunsk.drom.ru/toyota/corolla_fielder/49989144.html,"Продаётся.25ПТС,3- запись,2-собственник,автомобиль в хорошем состоянии,без ключевой доступ,start-stop кнопка,2 брелка,масло не расходует совсем,стойки KAYABA заменены в круг,пробег не скручен,камера заднего вида,обмена нет,жизненные коцки присутствуют,без залогов,штрафов и.т.д,собственник с 2020года.торг",2023-05-01 23:00:00
Toyota,Gaia,Минивэн,Белый,Бензин,2001.0,220000.0,АКПП,152.0,475000,2.0 (7 Seater),1AZ-FSE,2.0 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/toyota/gaia/50221828.html,"Продам Автомобиль В Хорошем Состоянии,Вложений Никаких Не Требует,Я Собственник,Все Стёкла Родные ,Масла Все Поменяны, По ходовой Части Всё идеально Ходовая Вся Новая Вплоть До Стоек и пружин. Машина Полностью Ухоженная,Салон Чистый 7 местный. Резина Новая,Сигнализация С Авто запуском, Лобовое Без сколов и трещин.Техосмотр Пройден. Реальному Покупателю Не Большой Торг и В Подарок Комплект Чехлов.",2023-05-01 23:00:00
Honda,Freed,Минивэн,Серый,Бензин,2008.0,150000.0,Вариатор,118.0,765000,1.5 G L package  (7-Seater),L15A,1.5 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/honda/freed/50714091.html,"ПРОДАЖА ОТ СОБСТВЕННИКА.25 БУМАЖНАЯ ПТС,ПО АУКЦИОННОМУ ЛИСТУ 4Б,ВСЯ В РОДНОМ ОКРАСЕ ШПАКЛИ НЕТ,В ОБЩЕМ В ОТЛИЧНОМ ТЕХНИЧЕСКОМ И КОСМЕТИЧЕСКОМ СОСТОЯНИИ. ВЛОЖЕНИЙ АБСОЛЮТНО НИ КАКИХ НЕ ТРЕБУЕТСЯ. СЕМЬ МЕСТ,МУЗЫКА СО ВСЕМИ ФУНКЦИЯМИ,КАМЕРА ЗАДНЕГО ВИДА,ЛЕТНЯЯ РЕЗИНА НА 15,ЗИМНЯЯ В ПОДАРОК НЕ ВРЕДНОМУ ПОКУПАТЕЛЮ ВМЕСТЕ С ТЕХОСМОТРОМ. ЮРИДИЧЕСКИ ЧИСТОЕ АВТО БЕЗ КАКИХ ЛИБО ОБРЕМЕНЕНИЙ,ПЕРЕПИСКА БЕЗ ПРОБЛЕМ. ТОРГ НА ПЕРЕПИСКУ.МОЖНО НА ОБМЕН С МОЕЙ ДОПЛАТОЙ В ПРЕДЕЛАХ 200-250Т.Р.ЦЕНА НА ОБМЕН 850т.р. С ГЛУПЫМИ ВОПРОСАМИ ОГРОМНАЯ ПРОСЬБА НЕ БЕСПОКОИТЬ,ЦЕНЫ СВОИ ОСТАВЬТЕ ПРИ СЕБЕ ПИСАТЬ МНЕ ИХ НЕ НАДО.",2023-05-01 23:00:00
Toyota,Corolla Fielder,Универсал,Серебристый,Бензин,2006.0,100000.0,Вариатор,125.0,660000,1.8 S 4WD,2ZR-FE,1.8 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/toyota/corolla_fielder/48720387.html,"Продам отличный семейный автомобиль TOYOTA COROLLA FIELDER. Если ты давно искал автомобиль, то это отличный вариант за нормальную цену. Лёгкая, манёвренная машина с постоянным полным проводом даёт уверенность на дороге и никакой гололёд не страшен. Отличный двигателем 1.8 , 4вд. 2zrfе. Сигнализация Старлайн, иммобилайзер. Кожаный руль, электронный климат-контроль, запуск без ключа, бесключевой доступ в машину, автоматическое складывание зеркал, линзованные фары. Есть локальные подкрасы по кузову без серьезных вмешательств. Если телефон не доступен пиши тут. На обмен 750000т.р. Не большой торг за наличку.",2023-05-01 23:00:00
Toyota,Harrier,Джип 5 дв.,Белый,Бензин,2019.0,33000.0,Вариатор,151.0,2820000, 2.0 Premium Style Noir,3ZR-FAE,2.0 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/toyota/harrier/50713997.html,Состояние нового автомобиля Только с таможни ПТС ВЫДАН. Максимальная комплектация. Аукционная 4.5 бала Лот:5042 USS NAGOYA от 10.03.2023. Есть все что может быть представлено в этой модели .,2023-05-01 23:00:00
Toyota,Vitz,Хэтчбек 5 дв.,Белый,Бензин,2018.0,56000.0,Вариатор,69.0,850000, 1.0 F Safety Edition II,1KR-FE,1.0 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/toyota/vitz/49796896.html,"Честный аукционный автомобиль в отличном техническом состоянии, куплен на аукционе TAA Yokohama, 10.12.2022, оценка 4 балла, проверяется на Aleado.ru. Эл. ПТС получен 03.02.2023г. все сборы оплачены. Произведена замена масла, антифриза, стоит зимняя резина в отличном состоянии. Комплект летней резины. Автомобиль стоит в гараже, не эксплуатируется.",2023-05-01 23:00:00
Toyota,RAV4,Джип 5 дв.,Черный,Бензин,2008.0,125000.0,АКПП,152.0,1150000,2.0 АТ Комфорт,1AZ-FE,2.0 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/toyota/rav4/50713959.html,"Все в родной краски жижи поменяны ,сигнала Пандора,защита картера,все в идеале,с продажей не тороплюсь.",2023-05-01 23:00:00
Hyundai,Santa Fe,Джип 5 дв.,Золотистый,Бензин,2000.0,200000.0,АКПП,145.0,600000,2.4 2WD AT,G4JS,2.4 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/hyundai/santa_fe/44698208.html,"Установлено ГБО 4 - го поколения Италия (проведено ТО февраль 2023г.), сервисные документы имеются. Цена на газ радует. Автомобиль в очень хорошем состоянии. (Страна изготовитель Корея, страна вывоза Финляндия). В родной краске, красилась только правая задняя дверь и бамперы (шпакли нет). Коррозия и ржавчина полностью отсутствует. Все железо сохранилось в идеале. Салон чистый. Бережная и добросовестная эксплуатация. Колодки все, свечи, подушка двигателя, задние амортизаторы, аккумулятор новые. Запчасти доступные и недорогие (дешевле тойотовских и в наличии в магазинах города). Кондиционер работает, печка жарит. Пробег не сматывался (кто-то указывал в милях, кто-то в км.) Заправки: бензин Аи-95 только Роснефть; газ только БРК. Я хозяин, в ПТС вписан. Торг уместен.",2023-05-01 23:00:00
Toyota,Land Cruiser,Джип 5 дв.,Белый,Дизель,2015.0,114000.0,АКПП,249.0,5140000,4.5 TD AT Люкс (5 мест) ,1VD-FTV,4.5 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/toyota/land_cruiser/50711730.html,"Продажа от собственниках Автомобиль в отличном состоянии. Полностью обслужен. Я 3-ий владелец. ДВИГАТЕЛЬ И АКПП: Работают идеально, без каких либо нареканий. ДВС масло не расходует, уровень от замены до замены. КОМПЛЕКТАЦИЯ: Самая полная. Люк, подогрев руля, мультимедиа jbl, камеры в круг, холодильник и многое другое. Сигнализация PANDORA ОБСЛУЖИВАНИЕ: Строго в TOYOTA центре. КУЗОВ: В отличном состоянии. По толщиномеру везде заводская краска. VIN коды на всех деталях ПРОБЕГ: Оригинальный 100%, что подтверждает сервисная книжка и регулярное обслуживание в Тайота центре со всеми пометками замены масла с фиксацией пробега (фото приложу). В отчете немного сбит из-за одного умника, который указал мой вин код и поставил свой пробег для продажи своего авто, чтобы история его была чистая, тем самым сбил немного. Переписка с ним есть СИГНАЛИЗАЦИЯ: PANDORA, секретка, два ключа. ДОПОЛНИТЕЛЬНО: 1.Обвесы EXECUTIVE LOUNGE 2.Фаркоп оригинал TOYOTA 3.3D коврики по всему салону. УБЕДИТЕЛЬНАЯ ПРОСЬБА: Пишите или звоните если есть действительно реальный интерес. ТОРГ: Возможен Возможен БЕЗНАЛИЧНЫЙ рассчет. ЕСЛИ НЕДОСТУПЕН: Пишите whatsApp, Viber.",2023-05-01 23:00:00
Nissan,Murano,Джип 5 дв.,Золотистый,Бензин,2005.0,267000.0,Вариатор,234.0,420000,3.5 CVT SE,VQ35DE,3.5 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/nissan/murano/50715673.html,"В связи с переездом продам мощный с просторным салоном авто.сборка япония,оцинкованный кузов(американцы не оцинковывались).За два года я проехал на нем 95000,ни разу не подвёл.4 вд с кнопки,гребёт как надо.комплект зимней резины нокиан на шипах.установлен новый генератор,аккумулятор,новые тормозные диски и колодки.в декабре беребиралась подвеска с заменой сайлентблоков,шаровых,втулок ,истоек стабилизатора.обслужена рулевая рейка.заменены рулевые наконечники,передние стойки,задние аммортизатоы,пружины ОВК.заменены ступицы.двигатель масло не расходует,вариатор работает отлично(заменен на контрактный).зимой в салоне жара.в фарах установлены новые ксеноновые евролинзы.светят как прожектор.масла и фильтры поменяны.хорошая магнитола с штатным сабвуфером.парктроники.стоит радиатор охлаждения вариатора.из пяти собственников в птс один перекуп и два внутри семьи.небольшой торг.Без обмена.",2023-05-01 23:00:00
Toyota,Tacoma,Пикап,Серый,Бензин,2015.0,55000.0,АКПП,278.0,3900000,3.5 AT Access Cab 4x4 TRD Off-Road,2GR-FKS,3.5 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/toyota/tacoma/49095077.html,В хорошем состоянии.пробег родной,2023-05-01 23:00:00
Toyota,Crown,Седан,Черный,Бензин,2016.0,82000.0,АКПП,235.0,2250000,2.0 Athlete G-T,8AR-FTS,2.0 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/toyota/crown/48279624.html,"До конца недели -50 т Аукционная оценка 4 балла Двигатель 2 литра турбо, коробка простой автомат 8 ступый максимальная комплектация весь в родне Подогрев/охлаждение эл привод, память передних сидений салон кожа, омывайка фар Круиз, камера з/х, шторки bsm, темная оптика На свежей летней японской резине с оригинальными дисками",2023-05-01 23:00:00
Ford,Focus,Седан,Серебристый,Бензин,1999.0,20000.0,АКПП,130.0,200000,2.0 16V AT SE,Ford Zetec 2.0,2.0 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/ford/focus/50538267.html,Продам все вопросы по телефону,2023-05-01 23:00:00
Лада,Нива Легенд,Джип 3 дв.,Серебристый,Бензин,2022.0,4000.0,Механика,83.0,940000,1.7 MT Classic'22,ВАЗ-21214,1.7 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/lada/niva_legend/49129151.html,"НИВА ЛЕГЕНДА август 2022 года выпуска куплен в сентябре этого года. Машина куплена у официального дилера соответственно 2 года гарантии или 50 тысяч пробега .» Гарантийный талон в наличии и все остальные необходимые документы, на машину. Машина прошла небольшую обкатку - пробег на сегодня 3000 км. Моторное масло заменено на пробеге 2000 км то есть слито заводское установлен качественный масляный фильтр залили синтетическое оригинальное масло в мотор 5 W40. Съездил к дилеру на ТО -0 и произвели замену масел в раздатке и мостах . На машину установлено дополнительное оборудование так называемые допы . на приличную сумму. Центральный замок , оригинальная автосигнализация Старлайн с автозапуском ., шумовиброизоляция всего кузова, реле для работы диодных повторителей, стальная 2.5 мм защита поддона двигателя и раздатки, пластиковые подкрылки арок, полости лонжеронов двери и другие элементы кузова обработаны дополнительно МОВИЛЬ, установлены диодные надфарники и стоп сигналы, светоотражающие элементы на задний бампер и задние брызговики. Автомагнитола Андройд + динамики передних дверей, установлены бесшумные рычаги раздатки для снижения шумов от неё . Установлены легкосплавленые диски производство СКАД модель ТАЙГА, установлена зимняя резина 2022 года выпуска фирмы Viatti Bosco 215, 65, R16. Также имеется комплект летней новой резины на новых литых дисках продаётся отдельно кому нужно будет. Дополнительные коврики в салон и багажник. Так же оригинальные фендера(лаптеры) из премиального высокачественного материала элостан. Лентяйка на руль для управления на дальнии расстояния. Также зимняя заглушка на решётку радиатора, сеточка . + карта помощи «лада помощь на дороге» Тонировка выполнена корейской премиальной плёнкой. Установлен салонный фильтр и защитная сеточка. Новый руль барс , так же установлены рейлинги, фаркоп, подножки, багажник, туманки и. т. д. Год выпуска август 2022 г. . Заводская оптика, руль, рычаги также в комплекте к машине .",2023-05-01 23:00:00
Nissan,Note,Хэтчбек 5 дв.,Белый,Бензин,2018.0,34000.0,АКПП,79.0,1270000, 1.2 e-POWER Medalist,HR12DE,1.2 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/nissan/note/50698743.html,"Честный аукцион 5 баллов А Авто как новенький,пробег всего 33000 км.Очень экономичный и резвый. Коиплектация MEDALIST • КОЖАНЫЙ КОМБИНИРОВАННЫЙ САЛОН • КОЖАНЫЙ МУЛЬТИ-РУЛЬ • 5 КАМЕР КРУГОВОГО ОБЗОРА • ДАТЧИКИ ПАРКОВКИ (СОНАРЫ) • СМАРТ-ЗЕРКАЛО С КРУГОВЫМ ОБЗОРОМ • LED фары • LED ходовые огни • Противотуманные фары • Датчик освещенности (авто свет) • Камера заднего вида с траекторией движения • Оригинальная всеформатная магнитола • Штатный видеорегистратор • Штатные ветровики и брызговики • Штатные 15"" литые диски • Система предотвращения столкновения с функцией автоматического торможения • Система контроля полосы движения • Система электронного контроля устойчивости • Антиблокировочная система. Торг.",2023-05-01 23:00:00
Nissan,Laurel,Седан,Серый,Бензин,1994.0,100000.0,АКПП,125.0,115000,2.0 Medalist,RB20E,2.0 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/nissan/laurel/50350391.html,продам лаурель СРОЧНО СРОЧНО СРОЧНО документы чистые с учета снят 17 литье все светится моргает и закрывается ТОРГА НЕТ ПЕРЕКУПОВ ПРОШУ НЕ БЕСПОКОИТЬ звонить на второй номер.,2023-05-01 23:00:00
Toyota,Vista,Седан,Серый,Бензин,1994.0,200000.0,АКПП,140.0,238000,2.0 VX,3S-FE,2.0 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/toyota/vista/50715831.html,"Продам старый, добрый, честный конструктор, документы в порядке. В декабре установлен контрактный мотор 90 тысяч пробега, есть ГТД и чеки. Сигнализация с а/з, оптитронное табло, рабочий люк 3 положения, с пулемёта, конечно, неудобно стрелять, но гранаты побрасать вполне. Новый АКб ещё на гарантии, жирная зимняя резина. Кости целые, подвеска требует немного внимания, сопливит рулевая рейка (вистакамревая болезнь). На смотрины не езжу, машина в центре города. Без обмена. Все вопросы по телефону 89244792747.",2023-05-01 23:00:00
Subaru,R2,Хэтчбек 5 дв.,Серый,Бензин,2006.0,120000.0,Вариатор,46.0,240000,660 Refi Bitter selection ,EN07,0.7 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/subaru/r2/50127988.html,"Продам в отличном косметическим и техническом состоянии,машина в родной краске,в дтп не участвовала,двигатель и коробка на отлично,ходовая на отлично,по документам полный порядок,25 родная ПТС,торг,срочно",2023-05-01 23:00:00
Toyota,Allion,Седан,Белый,Бензин,2001.0,180000.0,АКПП,109.0,560000,1.5 A15 G package,1NZ-FE,1.5 LTR,2023-04-28 00:00:00,Борзя,https://borzya.drom.ru/toyota/allion/50457717.html,"Машина в идеальном состоянии)в РФ с 2013г. без шпакли. мотор 1,5 не масложер,работает как часы,не троит и не сапунит.коробка не пинает и не затягивает.по ходовке перебрал все что можно,машину покупал для себя,для семьи)нахожусь в командировке поэтому стоит без дела,всю зиму простояла в отапливаемом гараже. пишите здесь или вотсап.Продаю не спеша,машина в гараже и не эксплуатируется)",2023-05-01 23:00:00
Nissan,Liberty,Минивэн,Серый,Бензин,2001.0,260000.0,Вариатор,147.0,349000,2.0 G,QR20DE,2.0 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/nissan/liberty/50549575.html,"Хороший семейный минивэн. Двигатель и коробка контрактные. Салон в хорошем состоянии. Магнитола, видеорегистратор, сигнализация с автозапуском одна дверь электрическая, котел на 220. Табло житкокресталическое. Резина зима. Все работает исправно. Все стекло в круг ниссан вклячая лобовое и без трещин. Можно сделать большой просторный багажник положив задний ряд сидений.",2023-05-01 23:00:00
Mitsubishi,L200,Пикап,Белый,Дизель,2006.0,278000.0,Механика,136.0,950000,2.5 TD MT Invite,4D56,2.5 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/mitsubishi/l200/50716802.html,В отличном тех.состоянии.Двигатель.коробка на отлично.предыдущим хозяином был установлен контрактный двигатель и вписан в птс замена масла в двигателе. редуктор.коробка.раздатка.мост.замена распылителей. клапанов на всех форсунках.замена топлевного фильтра. расход топлива 9-11.поставил крышку нет времени покрасить есть краска.есть диски литьё родные.немного страдает косметика на это скинул цену.без торга.без обмена,2023-05-01 23:00:00
Toyota,Harrier,Джип 5 дв.,Черный,Бензин,2016.0,104000.0,Вариатор,152.0,2850000,2.5 Hybrid E-Four Premium Style ASH,2AR-FXE,2.5 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/toyota/harrier/50718132.html,"Покрыт пленкой, забронирован. Оригинальное лобовое стекло. Сигнализация пандора с трэкингом и всем чем только можно Колеса (Лето) диски RAYS оригинал Япония На новых шинах 255/45/R20 (Зима) на штатном литьё Япония 235/60/18. Все японское, салон Черная кожа. Топовая комплектация: Сидения с подогревом. 4 камеры (круговой обзор) Датчики парковки Куча систем Музыка JBL Коврики. Собственник.",2023-05-01 23:00:00
Toyota,Caldina,Универсал,Серый,Бензин,1998.0,1000.0,АКПП,97.0,350000,1.5 UL,5E-FE,1.5 LTR,2023-04-28 00:00:00,Хилок,https://hilok.drom.ru/toyota/caldina/50716679.html,"Доброго времени суток, продам хороший и надёжный автомобиль. 25 птс. Двиготель без нареканий установлен контрактный с минимальным пробегом. Коробкп листает без пинков. Ходовая в норме, на рессорах. По электрике всё работает как и должно. Имеется сигнализация и электро подогрев тосола. Без рыжиков.",2023-05-01 23:00:00
Toyota,Passo,Хэтчбек 5 дв.,Синий,Бензин,2014.0,94000.0,Вариатор,69.0,620000,1.0 X L Package,1KR-FE,1.0 LTR,2023-04-28 00:00:00,Чита,https://chita.drom.ru/toyota/passo/49153939.html,"Продам автомобиль не требует вложений ,по техническим характеристикам без проблем,новые колодки, новые стойки KYB, 2 собственник,25 ПТС,таможня май 2020, аукцион 4 балла,кузов в родной краске,2 комплекта колёс,лето на литых дисках, котел 220v,сигнализация Starline a93 с GSM модулем,без ключевой доступ,климат контроль, штатный ксенон, оригинальные противотуманки, мультимедиа с Bluetooth , поддержка всех форматов, камера заднего хода , максимальная комплектация,салон чистый, чехлы шились на заказ ,бережная эксплуатация, гаражное хранение,ждёт нового владельца, не эксплуатируется,за наличные торг",2023-05-01 23:00:00
